id,selas,user,titles,sku,date,content
id,selas,user,titles,sku,date,content
1192475,690000,j***t,【京东超市】完美芦荟胶40g 3支装,3支装,2017-07-29 06:42:35,收货之前心里还很忐忑，怕会是假的，结果收到货之后完全放心了，打开试了一下，还是那个感觉，还是那个淡淡的香味，真的非常不错，相信前几天长得痘痘很快就会消失的，么么哒，京东自营真的特别让我放心，百分百真品，快递也特别特别给力，不仅速度快，快递员也特别负责，态度很好，这次购物非常满意！
1192475,690000,c***y,【京东超市】完美芦荟胶40g 3支装,3支装,2017-01-20 13:57:18,查了下，是正货。套装三个按查询是两家店。可以理解为跟ZHI消员（看店名可能两家店本来老板就一个人）拿货，然后卖出来。由于量多，ZHI消员可能级别高优惠也高，薄利走量&hellip;&hellip;
1192475,690000,村***9,【京东超市】完美芦荟胶40g 3支装,3支装,2017-05-02 08:43:02,国货精品，我一直用，保湿效果好，吸收快。
1192475,690000,GZ-郭伟,【京东超市】完美芦荟胶40g 3支装,2支装,2016-10-28 20:48:41,第一次购买芦荟胶，效果很好，我很喜欢，感谢京东，用完之后还会继续购买的，下一次还会继续购买的！感谢京东！
1192475,690000,小***9,【京东超市】完美芦荟胶40g 3支装,3支装,2016-12-10 21:57:37,已经买了好几次了，老婆用了十瓶了，一直是他们家的，老婆的手是油烫的，可怜我的老婆了，说起来都是泪啊
真想把老婆的手恢复到以前的样子，不知道芦荟胶能不能达到这个效果了&hellip;&hellip;
1192475,690000,j***u,【京东超市】完美芦荟胶40g 3支装,3支装,2017-07-23 19:05:54,我就搞不懂了，为嘛有那么多人说假的，真的，那么想买真的，你就去专卖店买嘛！多省事！我个人觉得，用着还不错！挺湿润的，味道也清凉。不刺激！冬天用他加大宝，效果杠杠的！保湿，抗冻，都不错！一直在用，没停过！
1192475,690000,j***e,【京东超市】完美芦荟胶40g 3支装,3支装,2017-05-20 13:37:32,第一次买格力，送货员，安装人员，拆机人员态度都不错，一个下午全部搞定两台，效率不错。静待使用一段后再来追加评论。。。。。。第一次买格力，送货员，安装人员，拆机人员态度都不错，一个下午全部搞定两台，效率不错。静待使用一段后再来追加评论。。。。。。第一次买格力，送货员，安装人员，拆机人员态度都不错，一个下午全部搞定两台，效率不错。静待使用一段后再来追加评论。。。。。。
1192475,690000,快***杜,【京东超市】完美芦荟胶40g 3支装,3支装,2017-05-16 08:51:04,芦荟胶消炎止痒效果不错。主要是给宝宝用的。宝宝肌肤娇嫩，用药用止痒的太刺激，用芦荟胶正好。还没有副作用。推荐京东自营，品质有保证。
1192475,690000,k***o,【京东超市】完美芦荟胶40g 3支装,3支装,2016-12-02 01:36:02,和我之前在完美专卖店买的真的不一样！之前看评论说是假货还有点不相信，对比了一下实体店专柜的，颜色，字体，印刷都不一样，有点害怕不敢往脸上抹了！毕竟抹脸的东西，门口有家专卖店，准备拿去做个鉴定是否是正品！～
1192475,690000,l***1,【京东超市】完美芦荟胶40g 3支装,3支装,2017-08-18 12:17:41,比外面卖的便宜多了，正品，第二次购买了
4961892,110000,j***3,【京东超市】韩后（Hanhoo）水嘟嘟补水鲜嫩面膜套装30片（芦荟+雪绒花+蜂蜜面膜贴 保湿补水亮颜 ）,水嘟嘟补水面膜30片,2017-08-13 13:16:31,超值装！很划算！用了片芦荟的！很水润！
4961892,110000,明***6,【京东超市】韩后（Hanhoo）水嘟嘟补水鲜嫩面膜套装30片（芦荟+雪绒花+蜂蜜面膜贴 保湿补水亮颜 ）,保湿防晒霜80g,2017-04-21 01:35:55,这是我去海边玩的时候买的，个人感觉还是不错的，那天出门特意去厕所涂了阳光可照射的地方，那是中午12点半左右出去的，晒了一下午，下午4点钟回的酒店，没有一点事！效果很不错！
但是第二天早上，我却忘记涂了，早上10点半左右想去海边骑自行车，结果只出去一个半小时左右吧，回来后，到下午手臂和脸都红了，很明显！所以，去海边或者太阳直射，如果不想晒黑可以试试这个！给京东一个赞，给这个产品一个赞！
4961892,110000,p***3,【京东超市】韩后（Hanhoo）水嘟嘟补水鲜嫩面膜套装30片（芦荟+雪绒花+蜂蜜面膜贴 保湿补水亮颜 ）,茉莉精油补水套装,2017-06-15 21:31:48,包装好漂亮呀，香味也很好闻。特别喜欢里边的小样三件套。就是玻璃瓶的话，就乳液比较难倒出来。我在手上涂的乳液做的测试。补水锁水效果没有想象中那么好。这是没涂之前的水分表和涂完马上测试的值，估计过一两个小时水分子就要下来了。茉莉的，是比较清爽。到2020年过期，日期很新鲜。
4961892,110000,小***m,【京东超市】韩后（Hanhoo）水嘟嘟补水鲜嫩面膜套装30片（芦荟+雪绒花+蜂蜜面膜贴 保湿补水亮颜 ）,雪玲珑透白六件套,2017-06-29 13:53:55,618活动期间买的，活动价格很划算，之前已经在京东买过一套这款的护肤品，用着效果也不错，这次价格也实惠，就赶紧又买了一套，还送了赠品，赠品里有防晒霜，正值夏季，很及时的赠品，用完有活动会再购买的，京东购物很不错，方便快捷，品质有保障，送货上门很方便，快递员服务也很好，点赞！
4961892,110000,面***l,【京东超市】韩后（Hanhoo）水嘟嘟补水鲜嫩面膜套装30片（芦荟+雪绒花+蜂蜜面膜贴 保湿补水亮颜 ）,水嘟嘟补水面膜30片,2017-08-01 00:03:34,偶然一次机会用了那款亮嘟嘟雪绒花，简直找到真爱！买上路转粉韩后！买了好多哦！会一直一直用！
4961892,110000,j***h,【京东超市】韩后（Hanhoo）水嘟嘟补水鲜嫩面膜套装30片（芦荟+雪绒花+蜂蜜面膜贴 保湿补水亮颜 ）,玫瑰精油亮肤套装,2017-07-19 17:07:35,第一次买的护肤品，买来试试看，还没用，包装盒挺漂亮的，凑单买的，比商场划算的多，昨天下的单，今天上午就到了
4961892,110000,总***时,【京东超市】韩后（Hanhoo）水嘟嘟补水鲜嫩面膜套装30片（芦荟+雪绒花+蜂蜜面膜贴 保湿补水亮颜 ）,雪玲珑透白六件套,2017-08-05 09:30:23,汉 语:我来打酱油。 英 语:It's none of my business .I come to buy some sauce. 德 语:Ich bezogen, was ich kam zu einer Soja-So?e. 法 语:Je lis ce qui, j'en suis arriv une sauce de soja. 荷 兰 语:Ik gerelateerd wat, kwam ik tot een sojasaus. 俄 语:Я,касающихся того, что я пришел к соевым соусом. 西班牙语:Relacionados con lo que yo, me vino a un salsa de soja. 意大利语:I relativi cosa, sono venuto a una salsa di soia. 日 本 语:私v连したどのような、私がしてn油. 希 腊 语:I &sigma;&chi;&epsilon;&tau;&iota;&kappa;? ? &tau;&iota; ? &rho;&theta;&alpha; &sigma;&epsilon; &mu;&iota;&alpha; &sigma;? &lambda;&tau;&sigma;&alpha; &sigma;? &gamma;&iota;&alpha;?
4961892,110000,z***0,【京东超市】韩后（Hanhoo）水嘟嘟补水鲜嫩面膜套装30片（芦荟+雪绒花+蜂蜜面膜贴 保湿补水亮颜 ）,水嘟嘟补水面膜30片,2017-06-27 15:01:38,为了凑够十个字的好评我也是拼了的！
4961892,110000,咪***妙,【京东超市】韩后（Hanhoo）水嘟嘟补水鲜嫩面膜套装30片（芦荟+雪绒花+蜂蜜面膜贴 保湿补水亮颜 ）,雪玲珑透白六件套,2017-07-19 17:24:16,看起来不错！应该是正品！价格是活动价！很亲民！只是天气太热了！还没有用过！等天气凉爽些再用！值得期待！
4961892,110000,L***戴,【京东超市】韩后（Hanhoo）水嘟嘟补水鲜嫩面膜套装30片（芦荟+雪绒花+蜂蜜面膜贴 保湿补水亮颜 ）,水嘟嘟补水面膜30片,2017-07-08 10:52:58,性价比很高，第一次用，感觉还可以，皮肤没有什么不适，就是里面水好像不是很多，倒也避免多余用不掉的浪费了。用完皮肤也没什么特别的感觉，每天一片比较合适，挺薄的，总体还可以吧
906624,260000,n***0,【京东超市】自然共和国 Nature Republic芦荟胶舒缓保湿凝胶300ml（约300g）进口补水保湿舒缓晒后修复面膜,芦荟,2017-06-22 16:31:00,面膜质量很好，还是高丽进口，京东品牌有保证，是正品，京东618大促活动给力，买了好多，给力好评，物流速度快，618次日达，基本没有拖延，618满减活动再加上用券，比半折价还要低，所以囤了好多家用的，很实惠，很给力，价格变化波动快，赶上活动价大采购满减最赞，需注意的是，价格变化实在太快，有些东西不知道什么时候价格就会突然变动，像凌晨价还是便宜的，早上起来又上调价格了，所以必须抓住好时机下手，嗯，就酱。结果嘞，熬夜奋斗了好多天真是心累，就试买的我家到处都是洗衣液纸巾化妆品，都快能开超市了[亲亲]
906624,260000,j***i,【京东超市】自然共和国 Nature Republic芦荟胶舒缓保湿凝胶300ml（约300g）进口补水保湿舒缓晒后修复面膜,芦荟胶1支装,2017-07-14 14:47:24,更多的时候是在晚上用的，每天晚上睡觉之前，洗完脸然后擦上它，也不用再洗了就可以睡了，感觉很不错，有淡淡的香味
906624,260000,蒙***懒,【京东超市】自然共和国 Nature Republic芦荟胶舒缓保湿凝胶300ml（约300g）进口补水保湿舒缓晒后修复面膜,芦荟胶1支装,2017-06-20 16:35:18,这个是第二次在京东买了，是官方旗舰店促销买的，很实用，拿来做面膜，当晚间修复都很好用，最重要的是特别实惠，而且也不用担心是不是正品，反正是有京东的品质保障的，618这个节日太好了，能让我们买到实惠又好用的护肤品。
906624,260000,l***8,【京东超市】自然共和国 Nature Republic芦荟胶舒缓保湿凝胶300ml（约300g）进口补水保湿舒缓晒后修复面膜,芦荟胶1支装,2017-08-07 19:56:12,这个芦荟胶一直在用，效果很好，很天然，适合过敏体质的人群，之前老婆因为过敏脸上长痘，用了这款产品之后就全消了，价钱相对较低，用过完美的产品，这款价钱和小支的完美芦荟胶差不多，总之很满意吧，下次还会买！
906624,260000,愿***之,【京东超市】自然共和国 Nature Republic芦荟胶舒缓保湿凝胶300ml（约300g）进口补水保湿舒缓晒后修复面膜,芦荟胶4支装,2017-06-22 07:49:08,芦荟胶真是太好用了，晒后修复，补水必备啊，给快递小哥赞一个，京东快递没得说。赞。
906624,260000,0***0,【京东超市】自然共和国 Nature Republic芦荟胶舒缓保湿凝胶300ml（约300g）进口补水保湿舒缓晒后修复面膜,芦荟胶1支装,2017-06-22 18:19:20,包装完整，快递速度，味道清香，吸收快6.18买的便宜的多。包装完整，快递速度，味道清香，吸收快6.18买的便宜的多。包装完整，快递速度，味道清香，吸收快6.18买的便宜的多。包装完整，快递速度，味道清香，吸收快6.18买的便宜的多。
906624,260000,哈***汁,【京东超市】自然共和国 Nature Republic芦荟胶舒缓保湿凝胶300ml（约300g）进口补水保湿舒缓晒后修复面膜,芦荟胶1支装,2017-08-03 00:53:57,涂身体涂脸都很舒服，很滋润，下次再买！补水效果特别好，还有一股淡淡的香味。好评！
906624,260000,番***酱,【京东超市】自然共和国 Nature Republic芦荟胶舒缓保湿凝胶300ml（约300g）进口补水保湿舒缓晒后修复面膜,芦荟胶2支装,2017-06-20 17:52:37,做人十不要不要自视清高天外有天，人上有人，淡泊明志，宁静致远。当别人把你当领导时，自己不要把自己当领导，当别人不把你当领导时，自己一定要把自己当领导，权力是一时的，金钱是身外的，身体是自己的，做人是长久的。不要盲目承诺，言而有信。种下行动就会收获习惯；种下习惯便会收获性格；种下性格便会收获命运&mdash;&mdash;习惯造就一个人。不要轻易求人，把自己当别人把别人当自己&mdash;&mdash;同情不幸，理解需要；把别人当别人&mdash;&mdash;尊重独立性，不侵犯他人；把自己当自己&mdash;&mdash;珍惜自己，快乐生活。能够认识别人是一种智慧，能够被别人认识是一种幸福，能够自己认识自己是圣者贤人。不要强加于人人本是人，不必刻意去做人。世本是世，无须精心去处世。人生三种境界：看山是山，看水是水&mdash;&mdash;人之初；看山不是山，看水不是水&mdash;&mdash;人到中年；看山还是山，看水还是水&mdash;&mdash;回归自然。不要取笑别人，损害他人人格，快乐一时，伤害一生。生命的整体是相互依存的，世界上每一样东西都依赖其它另一样东西，学会感恩。感恩大自然的福佑，感恩父母的养育，感恩社会的安定，感恩食之香甜，感恩衣之温暖，感恩花草鱼虫，感恩苦难逆境。
906624,260000,j***m,【京东超市】自然共和国 Nature Republic芦荟胶舒缓保湿凝胶300ml（约300g）进口补水保湿舒缓晒后修复面膜,芦荟胶1支装,2017-07-23 19:36:49,一直在用这个牌子的芦荟胶，保湿效果特别理想，去油防脱皮，清爽宜人。
906624,260000,d***0,【京东超市】自然共和国 Nature Republic芦荟胶舒缓保湿凝胶300ml（约300g）进口补水保湿舒缓晒后修复面膜,芦荟胶1支装,2017-06-24 05:44:48,一直都听说芦荟胶好用，刚好活动凑单买了一瓶。很大一瓶，物流给力！
1043860,340000,z***9,【京东超市】自然共和国 Nature Republic芦荟舒缓保湿凝胶300ml*2（约600g）进口补水保湿舒缓晒后修复面膜,芦荟胶2支装,2017-08-01 23:33:53,晶莹剔透。。。。。。。。搞活动买的。。。。。。。。一下买个六盒，太划算了。。。味道好极了。。。。送人了几合，都说用着好。。。。
1043860,340000,j***7,【京东超市】自然共和国 Nature Republic芦荟舒缓保湿凝胶300ml*2（约600g）进口补水保湿舒缓晒后修复面膜,芦荟胶+芦荟洁面,2017-06-21 14:15:45,第一次在京东买这个产品。回来后包装完好 还没有使用 用后会追评！
1043860,340000,蔡***敏,【京东超市】自然共和国 Nature Republic芦荟舒缓保湿凝胶300ml*2（约600g）进口补水保湿舒缓晒后修复面膜,芦荟胶2支装,2017-05-27 23:13:26,啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啊啦啦啦啦啦啦啦啦啦啦啦啦啦啊啦啦喜欢京东的速度，就是不懂辨真假
1043860,340000,夜***啊,【京东超市】自然共和国 Nature Republic芦荟舒缓保湿凝胶300ml*2（约600g）进口补水保湿舒缓晒后修复面膜,芦荟胶2支装,2017-06-06 17:10:11,暧昧
作词：薛之谦
作曲：薛之谦
演唱：薛之谦
歌词：
反正现在的感情 都暧昧
你大可不必为难 找般配
付出过的人排队 谈体会
趁年轻别害怕一个人睡
可能是现在感情 太昂贵
让付出真心的人 好狼狈
还不如听首情歌 的机会 忘了谁

感情像牛奶一杯 越甜越让人生畏
都早有些防备 润色前的原味
所以人们都拿起咖啡 把试探放在两人位
距离感一对 就不必再赤裸相对

反正现在的感情 都暧昧
你大可不必为难 找般配
付出过的人排队 谈体会
弃之可惜 食而无味
可能是现在感情 太珍贵
让付出真心的人 好疲惫
谁不曾用过卑微的词汇 想留住谁

还贪恋着衣衫昂贵 却输给了廉价香水
他先诱你入位 还刻意放低了分贝
可感情越爱越妩媚 像烂掉的苹果一堆
连基因都不对 还在意什么鱼腥味

反正现在的感情 都暧昧
你大可不必为难 找般配
何必给自己沉迷 的机会
不如用误会来结尾
反正现在的我们 算暧昧
我愿意给的感情 请浪费
反正流过的眼泪 难收回
就别再安慰

看你入眠的侧脸 有多美
和你丢下的一切 好匹配
我还以为我能 多狼狈
我自以为
1043860,340000,j***r,【京东超市】自然共和国 Nature Republic芦荟舒缓保湿凝胶300ml*2（约600g）进口补水保湿舒缓晒后修复面膜,芦荟胶2支装,2017-07-30 08:05:51,仰慕如滔滔江水连绵不绝,海枯石烂,天崩地裂,永不变心。 收到货后，我的心情竟是久久不能平静。自古英雄出少年,卖家年纪轻轻,就有经天纬地之才,定国安邦之智,而今,天佑我大中华,沧海桑田5000年,神州平地一声雷,飞沙走石,大雾迷天,朦胧中,只见顶天立地一金甲天神立于天地间，花见花开，人见人爱,这人英雄手持双斧,二目如电,一斧下去,混沌初开,二斧下去,女娲造人,三斧下去,小生倾倒。得此好宝贝,实乃国之幸也,民之福，人之初也,怎不叫人喜极而泣 .......看着宝贝，我竟产生出一种无以名之的悲痛感&mdash;&mdash;啊，这么好的宝贝，如果将来我再也买不到了，那我该怎么办？直到我毫不犹豫地把卖家的这个宝贝收藏了，我内心的那种激动才逐渐平静下来。可是我立刻想到，这么好的宝贝，倘若别人看不到，那么不是浪费老板的心血吗？经过痛苦的思想斗争，我终于下定决心，牺牲小我，奉献大我。我要以此评价奉献给世人赏阅，我要给好评、给好评&hellip;&hellip;评到所有人都看到为止!!! 0
1043860,340000,扬***D,【京东超市】自然共和国 Nature Republic芦荟舒缓保湿凝胶300ml*2（约600g）进口补水保湿舒缓晒后修复面膜,芦荟胶4支装,2017-06-16 13:07:24,买了好多次了，好用
1043860,340000,礼和静乐邱建行,【京东超市】自然共和国 Nature Republic芦荟舒缓保湿凝胶300ml*2（约600g）进口补水保湿舒缓晒后修复面膜,芦荟胶4支装,2017-03-13 10:22:17,我一直用自然乐园的保湿芦荟，我觉得它哪里都好，唯一不好的就是韩国不男不女团代言，对他们这种妖精明星我想侮辱他们。
1043860,340000,j***虫,【京东超市】自然共和国 Nature Republic芦荟舒缓保湿凝胶300ml*2（约600g）进口补水保湿舒缓晒后修复面膜,芦荟胶2支装,2017-06-10 17:22:37,包装跟我在外面买的有点区别，打开试用了。味道差不多，同样是水水的，应该是正品！
1043860,340000,蜜***喃,【京东超市】自然共和国 Nature Republic芦荟舒缓保湿凝胶300ml*2（约600g）进口补水保湿舒缓晒后修复面膜,芦荟胶2支装,2017-07-20 09:35:31,日期挺新的，香味不重，跟朋友从韩国带的差不多，补水效果很好，晒后修复很好用。
1043860,340000,小***9,【京东超市】自然共和国 Nature Republic芦荟舒缓保湿凝胶300ml*2（约600g）进口补水保湿舒缓晒后修复面膜,芦荟胶2支装,2017-06-12 18:28:46,非常好的产品，一如既往的支持京东商城，在这里购物放心售后有保障，退换货太方便了，每年都会买很多东西，希望你们保持这种态势，继续保证给客户提供高质量的产品，和高质量的服务，我会一直支持你们的，一起成长。非常好的产品，一如既往的支持京东商城，在这里购物放心售后有保障，退换货太方便了，每年都会买很多东西，希望你们保持这种态势，继续保证给客户提供高质量的产品，和高质量的服务，我会一直支持你们的，一起成长。
1024416695,42000,湖***园,肤稚美祛痘霜祛痘膏30g 去痘印痘坑祛痘印膏痘痕痘疤青春痘芦荟胶套装男女士痘痘祛痘产品凝胶,,2016-08-09 12:43:18,我以为就两瓶，没想到那么多东西，先用着试试！有效果来追评！！
1024416695,42000,j***w,肤稚美祛痘霜祛痘膏30g 去痘印痘坑祛痘印膏痘痕痘疤青春痘芦荟胶套装男女士痘痘祛痘产品凝胶,,2017-02-11 17:27:37,包装特别精致，涂在脸上冰冰的，很舒服，评价这么高，肯定有用！
1024416695,42000,jd_132161ltx,肤稚美祛痘霜祛痘膏30g 去痘印痘坑祛痘印膏痘痕痘疤青春痘芦荟胶套装男女士痘痘祛痘产品凝胶,,2017-03-17 13:02:33,包装很精美。脸上痘痘都消掉了，皮肤也光滑了，人也变的精神多了
1024416695,42000,夜***殒,肤稚美祛痘霜祛痘膏30g 去痘印痘坑祛痘印膏痘痕痘疤青春痘芦荟胶套装男女士痘痘祛痘产品凝胶,,2017-03-02 15:42:02,看起来还不错，先试一段时间看效果再说，效果好继续再来。
1024416695,42000,何***利,肤稚美祛痘霜祛痘膏30g 去痘印痘坑祛痘印膏痘痕痘疤青春痘芦荟胶套装男女士痘痘祛痘产品凝胶,,2017-06-13 22:01:16,好用，嘴角经常长痘痘，皮肤也比较油，用这个效果很明显，一天就见效了
1024416695,42000,霍***勃,肤稚美祛痘霜祛痘膏30g 去痘印痘坑祛痘印膏痘痕痘疤青春痘芦荟胶套装男女士痘痘祛痘产品凝胶,,2017-02-11 11:07:17,用了一天  暂时没有什么效果  期待
1024416695,42000,jd_132161vnl,肤稚美祛痘霜祛痘膏30g 去痘印痘坑祛痘印膏痘痕痘疤青春痘芦荟胶套装男女士痘痘祛痘产品凝胶,,2017-03-17 13:18:27,效果很明显啊，痘痘明显去掉了很多，好多原先的痘坑也平了好多了。推荐
1024416695,42000,李***h,肤稚美祛痘霜祛痘膏30g 去痘印痘坑祛痘印膏痘痕痘疤青春痘芦荟胶套装男女士痘痘祛痘产品凝胶,,2017-05-18 18:26:11,东西已收到，物流很快，商家的服务态度很好，就是还没使用了
1024416695,42000,浪***8,肤稚美祛痘霜祛痘膏30g 去痘印痘坑祛痘印膏痘痕痘疤青春痘芦荟胶套装男女士痘痘祛痘产品凝胶,,2017-06-14 13:03:20,宝贝收到了，质量还可以，现在在用。用这些需要一段时间才能 把脸弄好。好评
1024416695,42000,j***q,肤稚美祛痘霜祛痘膏30g 去痘印痘坑祛痘印膏痘痕痘疤青春痘芦荟胶套装男女士痘痘祛痘产品凝胶,,2016-12-05 17:18:06,包装挺好，有点药香，睡前用很合适很舒服。
1654978178,8100,金***9,屈臣氏天丝面膜贴30片套装(纳豆10片+芦荟10片+蜗牛10片) 新旧包装替换随机发货,,2017-06-27 15:30:22,保质期到2020年，满满的一大箱，够用好几个月了。
还有好多赠品，实体店可没有这么多的赠品哦！
1654978178,8100,j***7,屈臣氏天丝面膜贴30片套装(纳豆10片+芦荟10片+蜗牛10片) 新旧包装替换随机发货,,2017-06-16 15:32:03,收到了！就是物流太慢了。等的好着急！还赠送了8片山羊奶面膜！面膜已经放冰箱了！哈哈....
1654978178,8100,司***涛,屈臣氏天丝面膜贴30片套装(纳豆10片+芦荟10片+蜗牛10片) 新旧包装替换随机发货,,2017-03-25 12:01:34,宝贝儿已经收到，京东小哥儿服务真好等了30分钟，速度真给力，快，快，快。宝贝儿已经开始用了，还是原来的质量，效果还是一样的给力，绝对正品，一如既往的支持京东，希望京东还是像现在一样服务高，质量高，送货快。。。
1654978178,8100,y***6,屈臣氏天丝面膜贴30片套装(纳豆10片+芦荟10片+蜗牛10片) 新旧包装替换随机发货,,2017-07-27 13:58:20,屈臣氏大品牌，质量保证。确实比实体店便宜很多。还有卖家用心的赠品。
1654978178,8100,j***7,屈臣氏天丝面膜贴30片套装(纳豆10片+芦荟10片+蜗牛10片) 新旧包装替换随机发货,,2017-01-15 11:36:03,很喜欢！都买了好几次了，补水效果很好
1654978178,8100,j***p,屈臣氏天丝面膜贴30片套装(纳豆10片+芦荟10片+蜗牛10片) 新旧包装替换随机发货,,2017-03-06 14:01:17,第二张图是赠品，面膜还没用，看这包装，服务都感觉棒棒哒~~~~~~
1654978178,8100,夕***头,屈臣氏天丝面膜贴30片套装(纳豆10片+芦荟10片+蜗牛10片) 新旧包装替换随机发货,,2017-06-18 06:55:04,水份多，效果好，值得推荐，京东的屈臣氏就是棒。
1654978178,8100,y***7,屈臣氏天丝面膜贴30片套装(纳豆10片+芦荟10片+蜗牛10片) 新旧包装替换随机发货,,2017-02-12 09:05:46,还没用，是正品，送了好多东西呀&hellip;
1654978178,8100,s***1,屈臣氏天丝面膜贴30片套装(纳豆10片+芦荟10片+蜗牛10片) 新旧包装替换随机发货,,2017-06-09 15:43:15,送的补水面膜，很喜欢，还有修眉刀
1654978178,8100,j***h,屈臣氏天丝面膜贴30片套装(纳豆10片+芦荟10片+蜗牛10片) 新旧包装替换随机发货,,2017-06-20 20:26:27,从未质疑过京东的质量，99得40片面膜感觉还是很不错的发货速度快，昨天下单今天就到了，第一次用这个品牌，希望好用
610898,690000,z***i,【京东超市】完美芦荟胶40g,3支装,2016-12-19 13:54:00,速度 速度 没什么可说的 看图吧
610898,690000,虎***-,【京东超市】完美芦荟胶40g,1支装,2017-08-03 19:27:55,今天刚买，效果用了才能知道，先用着以后再追评。
