titles,price,selas,url,pi_url
炫龙 炎魔T50 i7七代手提笔记本电脑 GTX1050独显轻薄便携游戏本,5499.00,654,https://detail.tmall.com/item.htm?id=547576365938&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1mQtMRVXXXXXjapXXXXXXXXXX_!!0-item_pic.jpg
Lenovo/联想 G50-80 IFI笔记本电脑官方旗舰店学生游戏本轻薄便携,2280.00,635,https://item.taobao.com/item.htm?id=544107312611&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1699398134/TB2hHfzb9vHfKJjSZFPXXbttpXa_!!1699398134.jpg
MACHENIKE 机械师T58 TIX i7独显游戏本gtx1050ti轻薄笔记本电脑,5899.00,632,https://detail.tmall.com/item.htm?id=547703315339&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1QqRASpXXXXcoXpXXXXXXXXXX_!!0-item_pic.jpg
炫龙 毁灭者 DCpro gtx1050轻薄笔记本电脑 手提便携学生游戏本,4699.00,595,https://detail.tmall.com/item.htm?id=534627693481&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1RWc_RFXXXXcRXXXXXXXXXXXX_!!0-item_pic.jpg
炫龙 炎魔T1 Ti 6G独显GTX1060笔记本酷睿i7-6700HQ游戏本电脑,6999.00,595,https://detail.tmall.com/item.htm?id=540240591403&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1s8guRFXXXXaTaXXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 K650D-G4D2/K650E gtx950m独显游戏本笔记本电脑,3699.00,580,https://detail.tmall.com/item.htm?id=544595068313&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB13ItZPpXXXXbUXXXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 Z7M-KP7S1/GT  I7 gtx1050Ti游戏本笔记本电脑,6199.00,567,https://detail.tmall.com/item.htm?id=543489254259&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1o9nlPVXXXXceXFXXXXXXXXXX_!!0-item_pic.jpg
Lenovo/联想 拯救者 Y520-15IKB 游戏本笔记本电脑15.6学生R720新,6399.00,556,https://detail.tmall.com/item.htm?id=551748127279&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1zfvHRVXXXXaUaXXXXXXXXXXX_!!0-item_pic.jpg
炫龙 毁灭者DC 游戏本七代处理器GTX950M 4G独显游戏笔记本电脑,3899.00,542,https://detail.tmall.com/item.htm?id=547138473637&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1AKgVRFXXXXXyXFXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 Z7M-SL7/D2 i7 gtx965M 独显游戏本笔记本电脑,4799.00,530,https://detail.tmall.com/item.htm?id=539369832546&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1qBFDRFXXXXcHXpXXXXXXXXXX_!!0-item_pic.jpg
畅玩英雄联盟 笔记本电脑 四核二代 i7 I3 I5 固态硬盘 游戏本,1127.61,529,https://item.taobao.com/item.htm?id=535723320838&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/453412361/TB223xjfolnpuFjSZFjXXXTaVXa_!!453412361.jpg
14寸超薄刀锋游戏本手提笔记本电脑 双硬盘 超长待机 花呗分期bjb,1098.00,490,https://item.taobao.com/item.htm?id=547518339576&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/1836577771/TB2p0t0r30kpuFjSspdXXX4YXXa_!!1836577771.jpg
Dell/戴尔 灵越15(3568) Ins15E-3725/4725 笔记本电脑 游戏本i7,4099.00,482,https://detail.tmall.com/item.htm?id=540127549567&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1DQckSXXXXXbpXVXXXXXXXXXX_!!0-item_pic.jpg
MSI/微星 GL62M 7REX-1252CN 酷睿7代 GTX1050TI游戏本笔记本电脑,6799.00,467,https://detail.tmall.com/item.htm?id=550018549220&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1HhjXRVXXXXcBXpXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 Z6-KP5D1/GT i5 gtx1050独显游戏本笔记本电脑,5199.00,463,https://detail.tmall.com/item.htm?id=543817508611&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1ewXCRpXXXXb4XVXXXXXXXXXX_!!0-item_pic.jpg
Lenovo/联想 小新 310-15IKB经典版轻薄手提笔记本电脑游戏本独显,4599.00,457,https://detail.tmall.com/item.htm?id=543156098906&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1aVdlSpXXXXaaXFXXXXXXXXXX_!!2-item_pic.png
QRTECH 麦本本 黑麦 5X 游戏本15.6 GTX1050手提商务笔记本电脑i7,5199.00,455,https://detail.tmall.com/item.htm?id=543038155257&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1FUZRSXXXXXcBapXXXXXXXXXX_!!0-item_pic.jpg
QRTECH 麦本本 大麦3S 笔记本电脑i7 轻薄便携商务办公游戏本独显,3299.00,448,https://detail.tmall.com/item.htm?id=521974084032&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB183xBSpXXXXbZXXXXXXXXXXXX_!!0-item_pic.jpg
联想笔记本电脑ThinkPad T440 T440-26 T440s 14寸游戏本1080P,1668.00,446,https://item.taobao.com/item.htm?id=544439402311&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/131889429/TB2RlaQmR0lpuFjSszdXXcdxFXa_!!131889429.jpg
MACHENIKE 机械师T58 T1 i7独显游戏本gtx1050轻薄手提笔记本电脑,5799.00,437,https://detail.tmall.com/item.htm?id=549934298112&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1njtxSpXXXXX0XFXXXXXXXXXX_!!0-item_pic.jpg
火影 金钢 4K 笔记本电脑i7游戏本GTX1050Ti独显手提便携学生电脑,6999.00,432,https://detail.tmall.com/item.htm?id=549945636801&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1wIEKSXXXXXa8aFXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 顽石 顽石4代FL5900U超薄15.6英寸游戏本笔记本电脑i7,4599.00,431,https://detail.tmall.com/item.htm?id=541990948225&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1lq8MSpXXXXX6XpXXXXXXXXXX_!!0-item_pic.jpg
Lenovo/联想 小新 _ 小新700电竞版笔记本电脑游戏本轻薄手提便携,4499.00,422,https://detail.tmall.com/item.htm?id=548784353371&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1zw5XRVXXXXayXVXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 Z7-SP5D1 i5gtx10606g独显商务游戏本笔记本电脑,6199.00,416,https://detail.tmall.com/item.htm?id=539367366683&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1U2VpOpXXXXbGaXXXXXXXXXXX_!!0-item_pic.jpg
titles,price,selas,url,pi_url
Asus/华硕 顽石4代 -FL5900笔记本电脑轻薄便携15.6英寸游戏本i7,4299.00,3694,https://detail.tmall.com/item.htm?id=536825175726&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1TV75SXXXXXaNXVXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 X555YI 7110-554LXFA2X10轻薄手提游戏本笔记本电脑,2699.00,2059,https://detail.tmall.com/item.htm?id=527614082069&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1ExppSXXXXXcrXXXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 Z7-KP7S1 i7 6G独显gtx1060游戏本笔记本电脑,7699.00,1877,https://detail.tmall.com/item.htm?id=543437409299&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1Ib_QOVXXXXbWapXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 FX fx53笔记本电脑 游戏本学生i7独显飞行堡垒15.6英寸,6099.00,1875,https://detail.tmall.com/item.htm?id=543579085745&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1xARoSpXXXXcaXpXXXXXXXXXX_!!0-item_pic.jpg
MACHENIKE 机械师F117 F1K i7独显gtx1050ti游戏本手提笔记本电脑,6999.00,1838,https://detail.tmall.com/item.htm?id=543035827310&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1bRk5SXXXXXXcaFXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 顽石 &mdash;FL5900U超薄15.6英寸游戏本学生笔记本电脑i7,4599.00,1831,https://detail.tmall.com/item.htm?id=529571326323&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1S0t.SXXXXXbzXpXXXXXXXXXX_!!0-item_pic.jpg
雷神THUNDEROBOT 911 911梦想版i7独显GTX1050ti游戏本笔记本电脑,7099.00,1159,https://detail.tmall.com/item.htm?id=546655767170&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1Za.7SXXXXXXYaXXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 K670E-G6D1 i5 gtx1050独显游戏本笔记本电脑,5299.00,1110,https://detail.tmall.com/item.htm?id=544759775614&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1LX7BPpXXXXbNXFXXXXXXXXXX_!!0-item_pic.jpg
笔记本电脑富士通13寸15寸宽屏双核游戏本手提上网本超级本包邮,540.00,967,https://item.taobao.com/item.htm?id=528865833792&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1895060018/TB2VT.ZmpXXXXa1XpXXXXXXXXXX_!!1895060018.jpg
Asus/华硕 飞行堡垒 FX53VD7700独显游戏本15.6英寸笔记本电脑i7,6399.00,948,https://detail.tmall.com/item.htm?id=549223351503&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1jBRpSpXXXXauXVXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 F F-F441顽石畅玩版超薄14英寸笔记本电脑七代i5游戏本,3499.00,908,https://detail.tmall.com/item.htm?id=543146546502&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1AndzSpXXXXXNXXXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 K670D-G4D1 gtx1050 4G显存 游戏本笔记本电脑,4299.00,891,https://detail.tmall.com/item.htm?id=544732969418&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1PwgwPpXXXXbwXXXXXXXXXXXX_!!0-item_pic.jpg
QRTECH 麦本本 大麦5 笔记本电脑15轻薄便捷商务手提学生游戏本i7,4299.00,882,https://detail.tmall.com/item.htm?id=548995940096&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1De4vSpXXXXaMXpXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 FX- fx53飞行堡垒15.6英寸游戏本笔记本电脑独显学生,5299.00,881,https://detail.tmall.com/item.htm?id=544574409814&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1wT0mSpXXXXa5XVXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 T6Ti-X7/战斗版1050Ti全彩背光游戏本笔记本电脑,6499.00,813,https://detail.tmall.com/item.htm?id=552889922442&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1AhVLRVXXXXcpaXXXXXXXXXXX_!!0-item_pic.jpg
QRTECH 麦本本 小麦5 笔记本电脑15.6英寸轻薄便携手提商务游戏本,3199.00,792,https://detail.tmall.com/item.htm?id=550390753329&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1DwJJSpXXXXXwXXXXXXXXXXXX_!!0-item_pic.jpg
Lenovo/联想 天逸 310-15ISK 15.6英寸游戏本商务手提笔记本电脑,3799.00,742,https://detail.tmall.com/item.htm?id=540450660231&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1gIf9RVXXXXaIXFXXXXXXXXXX_!!0-item_pic.jpg
Dell/戴尔 灵越Ins15 5567轻薄便携i5学生游戏本超薄笔记本电脑,3999.00,699,https://detail.tmall.com/item.htm?id=544512428907&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1wLxMQpXXXXXVXpXXXXXXXXXX_!!0-item_pic.jpg
Xiaomi/小米 小米笔记本AIR 12.5英寸 M3 4G 256G 超薄电脑游戏本,3999.00,687,https://detail.tmall.com/item.htm?id=547580364460&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1QKw_SXXXXXXRaXXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 灵耀 RX410超薄轻薄便携商务办公笔记本手提电脑游戏本,5699.00,680,https://detail.tmall.com/item.htm?id=547216868258&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB10D.gQXXXXXcMXXXXXXXXXXXX_!!0-item_pic.jpg
炫龙 炎魔T50 i7七代手提笔记本电脑 GTX1050独显轻薄便携游戏本,5499.00,654,https://detail.tmall.com/item.htm?id=547576365938&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1mQtMRVXXXXXjapXXXXXXXXXX_!!0-item_pic.jpg
Lenovo/联想 G50-80 IFI笔记本电脑官方旗舰店学生游戏本轻薄便携,2280.00,635,https://item.taobao.com/item.htm?id=544107312611&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/1699398134/TB2hHfzb9vHfKJjSZFPXXbttpXa_!!1699398134.jpg
MACHENIKE 机械师T58 TIX i7独显游戏本gtx1050ti轻薄笔记本电脑,5899.00,632,https://detail.tmall.com/item.htm?id=547703315339&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1QqRASpXXXXcoXpXXXXXXXXXX_!!0-item_pic.jpg
titles,price,selas,url,pi_url
titles,price,selas,url,pi_url
Asus/华硕 顽石4代 -FL5900笔记本电脑轻薄便携15.6英寸游戏本i7,4299.00,3694,https://detail.tmall.com/item.htm?id=536825175726&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1TV75SXXXXXaNXVXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 X555YI 7110-554LXFA2X10轻薄手提游戏本笔记本电脑,2699.00,2059,https://detail.tmall.com/item.htm?id=527614082069&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1ExppSXXXXXcrXXXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 Z7-KP7S1 i7 6G独显gtx1060游戏本笔记本电脑,7699.00,1877,https://detail.tmall.com/item.htm?id=543437409299&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1Ib_QOVXXXXbWapXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 FX fx53笔记本电脑 游戏本学生i7独显飞行堡垒15.6英寸,6099.00,1875,https://detail.tmall.com/item.htm?id=543579085745&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1xARoSpXXXXcaXpXXXXXXXXXX_!!0-item_pic.jpg
MACHENIKE 机械师F117 F1K i7独显gtx1050ti游戏本手提笔记本电脑,6999.00,1838,https://detail.tmall.com/item.htm?id=543035827310&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1bRk5SXXXXXXcaFXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 顽石 &mdash;FL5900U超薄15.6英寸游戏本学生笔记本电脑i7,4599.00,1831,https://detail.tmall.com/item.htm?id=529571326323&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1S0t.SXXXXXbzXpXXXXXXXXXX_!!0-item_pic.jpg
雷神THUNDEROBOT 911 911梦想版i7独显GTX1050ti游戏本笔记本电脑,7099.00,1159,https://detail.tmall.com/item.htm?id=546655767170&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1Za.7SXXXXXXYaXXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 K670E-G6D1 i5 gtx1050独显游戏本笔记本电脑,5299.00,1110,https://detail.tmall.com/item.htm?id=544759775614&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1LX7BPpXXXXbNXFXXXXXXXXXX_!!0-item_pic.jpg
笔记本电脑富士通13寸15寸宽屏双核游戏本手提上网本超级本包邮,540.00,967,https://item.taobao.com/item.htm?id=528865833792&ns=1&abbucket=0&on_comment=1,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/1895060018/TB2VT.ZmpXXXXa1XpXXXXXXXXXX_!!1895060018.jpg
Asus/华硕 飞行堡垒 FX53VD7700独显游戏本15.6英寸笔记本电脑i7,6399.00,948,https://detail.tmall.com/item.htm?id=549223351503&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1jBRpSpXXXXauXVXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 F F-F441顽石畅玩版超薄14英寸笔记本电脑七代i5游戏本,3499.00,908,https://detail.tmall.com/item.htm?id=543146546502&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1AndzSpXXXXXNXXXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 K670D-G4D1 gtx1050 4G显存 游戏本笔记本电脑,4299.00,891,https://detail.tmall.com/item.htm?id=544732969418&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1PwgwPpXXXXbwXXXXXXXXXXXX_!!0-item_pic.jpg
titles,price,selas,url,pi_url
Asus/华硕 顽石4代 -FL5900笔记本电脑轻薄便携15.6英寸游戏本i7,4299.00,3694,https://detail.tmall.com/item.htm?id=536825175726&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1TV75SXXXXXaNXVXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 X555YI 7110-554LXFA2X10轻薄手提游戏本笔记本电脑,2699.00,2059,https://detail.tmall.com/item.htm?id=527614082069&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1ExppSXXXXXcrXXXXXXXXXXXX_!!0-item_pic.jpg
Hasee/神舟 战神 Z7-KP7S1 i7 6G独显gtx1060游戏本笔记本电脑,7699.00,1877,https://detail.tmall.com/item.htm?id=543437409299&ns=1&abbucket=0&on_comment=1,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1Ib_QOVXXXXbWapXXXXXXXXXX_!!0-item_pic.jpg
Asus/华硕 FX fx53笔记本电脑 游戏本学生i7独显飞行堡垒15.6英寸,6099.00,1875,https://detail.tmall.com/item.htm?id=543579085745&ns=1&abbucket=0&on_comment=1,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1xARoSpXXXXcaXpXXXXXXXXXX_!!0-item_pic.jpg
titles,price,selas,url,pi_url
